序号,土壤温度,土壤湿度,PH值,空气温度,空气湿度,光照强度,二氧化碳,氮,麟,钾
432,9.1,22.7,6.6,7.3,93.8,258,453,7,26,31
433,8.9,22.4,6.6,5.9,94.9,64,428,7,26,31
434,8.6,22.6,6.6,4.4,96.3,0,420,7,25,30
435,8.4,22.6,6.7,4.4,96.9,0,420,7,26,30
436,8.1,22.3,6.6,3.3,96.9,0,423,8,25,30
437,7.8,22.4,6.7,3.1,97.2,0,424,7,25,30
438,7.6,22.1,6.6,2.9,97.0,0,430,8,25,30
439,7.4,22.2,6.6,3.0,97.4,0,428,8,25,30
440,7.2,22.2,6.7,3.1,97.5,0,434,8,25,29
441,7.3,22.4,6.6,4.4,98.0,0,437,8,25,29
442,7.2,22.2,6.6,4.4,98.0,0,436,8,25,30
443,7.2,22.4,6.6,4.1,97.9,0,438,8,25,29
444,7.1,22.6,6.6,4.7,98.2,0,437,8,25,30
445,7.1,22.3,6.7,4.0,98.0,0,437,8,25,30
446,7.1,22.5,6.7,3.6,97.7,0,444,8,25,30
447,6.9,22.4,6.5,3.9,98.1,0,437,8,25,29
448,6.9,22.2,6.6,4.3,98.2,0,440,8,25,30
449,6.9,22.2,6.7,4.1,98.2,0,437,8,25,30
450,6.9,22.5,6.5,4.0,98.2,0,440,8,25,29
451,6.9,22.3,6.5,4.1,98.2,0,440,8,25,29
452,6.9,22.4,6.6,4.2,98.2,0,446,8,25,29
453,6.9,22.1,6.6,4.1,98.2,0,439,8,25,29
454,6.8,22.3,6.6,4.1,98.2,0,446,8,25,29
455,6.9,22.2,6.7,4.2,98.3,0,446,8,25,30
456,6.8,22.4,6.6,4.2,98.3,0,449,8,25,29
457,6.9,22.3,6.6,4.3,98.4,0,447,8,25,29
458,6.9,22.4,6.6,4.3,98.4,0,443,8,25,29
459,6.8,22.5,6.7,4.3,98.4,0,450,8,25,30
460,6.8,22.4,6.6,4.3,98.4,0,452,8,25,29
461,6.8,22.2,6.6,4.4,98.4,0,447,8,25,29
462,6.9,22.3,6.7,4.6,98.5,0,447,8,25,30
463,6.9,22.3,6.7,4.9,98.5,64,456,8,25,30
464,6.9,22.5,6.6,4.9,98.5,193,454,8,25,29
465,6.9,22.3,6.7,5.2,98.6,193,443,8,25,30
466,6.9,22.4,6.6,5.4,98.6,258,441,8,25,29
467,7.0,22.5,6.6,5.8,98.5,322,444,8,25,30
468,7.1,22.4,6.6,5.9,98.1,387,437,8,25,30
469,7.2,22.6,6.6,6.0,96.6,516,431,8,25,30
470,7.3,22.6,6.6,6.6,93.1,838,428,8,25,30
471,7.4,22.6,6.6,7.2,91.0,838,432,7,25,30
472,7.6,22.4,6.6,7.4,91.1,838,431,7,25,30
473,7.8,22.6,6.6,7.8,89.1,903,438,7,25,30
474,7.9,22.7,6.6,7.6,88.4,709,439,7,25,30
475,7.9,22.6,6.6,7.7,91.3,709,467,7,26,31
476,8.1,22.6,6.5,7.9,89.5,709,431,7,26,30
477,8.1,22.7,6.6,8.0,92.5,645,447,7,26,30
478,8.1,22.7,6.6,7.9,91.6,451,466,7,26,30
479,8.2,22.4,6.6,7.4,93.2,193,471,7,26,30
480,8.1,22.5,6.6,7.0,94.8,64,489,7,26,31
481,8.1,22.4,6.6,6.2,96.1,0,432,7,25,30
482,7.9,22.7,6.6,6.0,96.8,0,430,7,26,30
483,7.8,22.4,6.6,5.9,96.9,0,433,7,25,30
484,7.8,22.4,6.6,5.9,97.2,0,439,7,25,30
485,7.8,22.5,6.6,5.9,97.3,0,443,8,25,30
486,7.6,22.6,6.6,5.8,97.5,0,451,7,25,30
487,7.7,22.5,6.6,5.7,97.6,0,444,7,25,30
488,7.6,22.4,6.7,5.3,97.7,0,442,7,25,30
489,7.1,22.4,6.6,7.2,93.3,903,469,8,25,30
490,8.3,22.8,6.6,8.0,93.4,451,424,7,26,31
491,8.1,22.6,6.6,7.0,95.0,0,439,7,26,31
492,7.7,22.6,6.7,6.1,97.6,0,454,7,26,30
493,7.6,22.5,6.6,6.0,97.8,0,448,7,26,30
494,7.7,22.7,6.7,5.9,97.9,0,442,7,26,30
495,7.6,22.4,6.6,6.0,97.7,0,437,7,26,30
496,7.5,22.4,6.6,5.9,97.4,0,439,7,25,30
497,7.5,22.7,6.6,5.8,97.8,0,444,7,26,30
498,7.5,22.7,6.6,5.8,97.9,0,463,7,25,30
499,7.4,22.7,6.5,5.8,98.1,0,459,7,25,30
500,7.4,22.5,6.6,5.5,98.1,0,440,7,26,30
501,,,,5.3,98.3,0,444,7,25,30
502,7.4,22.4,6.7,5.3,98.4,0,450,7,25,30
503,7.2,22.6,6.7,5.2,98.4,0,439,7,25,30
504,7.2,22.6,6.6,5.3,98.5,0,454,7,25,30
505,7.2,22.6,6.6,5.4,98.6,0,454,7,25,30
506,7.2,22.5,6.6,5.3,98.6,0,443,8,25,30
507,7.1,22.4,6.7,5.3,98.6,0,442,7,25,30
508,7.1,22.6,6.7,5.4,98.7,0,452,8,25,30
509,7.1,22.4,6.6,5.4,98.7,0,453,8,25,30
510,7.1,22.6,6.7,5.5,98.7,0,465,7,25,30
511,,,,5.5,98.7,0,463,8,25,30
512,7.1,22.5,6.7,5.3,98.7,0,451,7,25,30
513,7.2,22.4,6.7,5.4,98.8,0,467,7,25,30
514,7.1,22.4,6.6,5.5,98.8,0,459,8,25,30
515,7.2,22.4,6.6,5.4,98.8,0,454,8,25,30
516,7.1,22.3,6.6,5.5,98.8,64,452,7,25,30
517,7.1,22.6,6.7,5.8,97.6,129,470,7,25,30
518,7.1,22.5,6.6,6.1,97.6,193,475,8,25,30
519,7.1,22.4,6.6,6.2,97.6,193,485,8,25,30
520,7.3,22.4,6.6,6.6,98.7,451,458,8,25,30
521,7.4,22.7,6.6,6.7,98.1,0,467,7,25,30
522,7.5,22.6,6.7,7.0,97.2,451,447,7,26,30
523,7.5,22.6,6.6,7.4,96.1,709,463,7,26,30
524,7.8,22.5,6.6,7.4,96.1,387,452,7,26,30
525,7.8,22.6,6.6,7.2,94.4,322,438,7,26,30
526,7.8,22.5,6.6,7.4,94.8,451,443,7,25,30
527,8.0,22.7,6.6,7.5,95.3,322,467,7,26,30
528,7.9,22.6,6.6,7.5,96.2,322,470,7,26,31
529,7.9,22.7,6.6,7.5,96.9,322,555,7,26,30
530,8.0,22.6,6.5,7.5,97.2,258,610,7,26,31
531,8.0,22.7,6.6,7.4,97.2,193,539,7,26,31
532,8.0,22.6,6.6,7.3,97.4,0,511,7,26,30
533,8.0,22.5,6.5,7.2,97.3,64,535,7,26,31
534,8.1,22.4,6.6,6.9,97.1,0,496,7,26,31
535,8.0,22.6,6.5,6.5,97.3,0,459,7,26,30
536,7.8,22.4,6.6,6.4,97.9,0,464,7,26,31
537,7.9,22.5,6.6,6.4,98.2,0,455,7,26,31
538,7.8,22.5,6.6,6.3,98.4,0,470,7,26,30
539,7.7,22.4,6.6,6.2,98.6,0,461,7,26,31
540,7.8,22.7,6.6,6.1,98.6,0,463,7,26,30
541,,,,6.1,98.7,0,472,7,26,30
542,7.7,22.4,6.6,6.0,98.8,0,459,7,26,30
543,7.7,22.4,6.6,6.0,98.8,0,471,7,26,30
544,7.6,22.6,6.6,5.8,98.8,0,459,7,25,30
545,7.6,22.4,6.6,5.8,98.9,0,476,7,25,30
546,7.5,22.4,6.6,5.9,98.5,0,479,8,25,30
547,7.5,22.6,6.6,5.8,98.2,0,488,7,26,30
548,,,,5.6,97.7,0,474,7,25,30
549,7.4,22.6,6.6,5.7,97.7,0,468,7,25,30
550,7.4,22.5,6.5,5.6,97.8,0,466,7,25,30
551,2.2,21.7,6.7,5.6,97.8,0,467,7,26,30
552,7.4,22.6,6.6,5.7,97.8,0,471,7,26,30
553,7.4,22.6,6.6,5.7,97.8,0,463,8,25,30
554,7.4,22.4,6.6,5.6,97.8,0,462,7,25,30
555,7.3,22.4,6.6,5.5,97.8,0,470,7,26,31
556,7.3,22.4,6.5,5.5,97.8,0,465,8,25,30
557,7.2,22.5,6.6,5.4,97.8,0,471,8,25,30
558,7.2,22.6,6.7,5.5,97.8,0,473,8,25,30
559,7.2,22.3,6.6,5.4,97.8,0,478,7,25,30
560,7.3,22.2,6.6,5.4,97.8,0,466,7,25,30
561,5.8,22.1,6.7,5.6,97.9,0,472,7,25,30
562,7.2,22.6,6.6,5.6,97.9,0,482,8,25,30
563,7.2,22.3,6.7,5.6,97.9,0,473,7,25,30
564,7.2,22.4,6.6,5.9,97.9,193,480,7,25,30
565,7.4,22.6,6.6,6.3,97.9,258,476,7,25,30
566,7.3,22.6,6.6,6.7,97.9,322,518,7,25,30
567,7.5,22.7,6.6,6.8,97.8,322,599,7,25,30
568,7.6,22.4,6.6,6.9,97.8,387,543,7,26,31
569,7.6,22.4,6.6,7.2,98.1,516,540,7,26,30
570,7.8,22.7,6.5,7.4,98.8,580,542,7,26,30
571,7.8,22.7,6.6,7.7,98.5,709,540,7,26,30
572,7.9,22.6,6.6,8.1,97.6,774,482,7,26,31
573,8.0,22.6,6.6,8.5,96.4,903,469,7,26,31
574,8.2,22.6,6.5,8.7,96.3,903,517,7,26,31
575,8.4,22.7,6.6,8.9,95.0,838,473,7,26,31
576,8.6,22.7,6.6,9.1,95.6,838,454,7,26,31
577,8.6,22.6,6.6,9.0,96.2,709,517,7,26,31
578,8.7,22.8,6.6,9.1,95.3,709,516,7,26,31
579,8.8,22.7,6.6,8.7,92.8,516,443,7,26,31
580,8.7,22.7,6.5,7.6,93.9,322,459,7,26,31
581,8.6,22.4,6.5,6.3,96.1,129,426,7,26,31
582,8.3,22.4,6.6,4.6,97.5,0,416,7,26,31
583,8.0,22.4,6.7,3.4,97.8,0,407,7,26,31
584,7.7,22.2,6.6,2.5,97.8,0,416,7,25,30
585,7.3,22.3,6.6,2.3,98.2,0,418,7,25,30
586,7.1,22.4,6.7,1.7,98.1,0,420,8,25,29
587,7.0,22.3,6.6,1.7,98.4,0,413,8,25,30
588,6.7,22.3,6.7,1.5,98.2,0,423,8,25,30
589,6.6,22.4,6.6,1.5,98.4,0,413,8,25,30
590,6.6,22.0,6.6,1.4,98.4,0,421,8,25,29
591,6.3,22.0,6.5,0.9,98.4,0,426,8,25,29
592,6.2,22.2,6.5,1.0,98.0,0,418,8,25,29
593,6.2,22.0,6.7,0.9,98.3,0,425,8,25,29
594,6.0,22.2,6.6,0.4,98.0,0,418,8,25,29
595,5.8,22.0,6.6,0.5,98.0,0,431,8,24,29
596,5.7,22.1,6.7,0.4,98.2,0,416,8,24,29
597,5.7,22.0,6.6,0.1,97.5,0,420,8,24,29
598,5.4,22.1,6.6,-0.3,97.2,0,425,8,24,29
599,5.3,22.2,6.7,-0.6,97.1,0,422,8,24,29
600,5.3,21.9,6.6,-0.5,97.2,0,421,8,24,29
601,5.1,21.9,6.6,-0.7,97.1,0,425,8,24,28
602,5.1,22.1,6.7,-0.8,97.3,0,435,8,24,28
603,5.0,21.9,6.7,-0.9,96.4,0,431,8,24,28
604,4.8,21.9,6.7,-1.7,96.1,0,422,8,24,28
605,4.7,21.9,6.7,-1.3,96.2,0,427,8,24,28
606,4.6,21.9,6.7,-1.6,96.5,0,433,8,24,28
607,4.5,21.9,6.7,-1.6,95.9,0,430,8,24,28
608,4.3,21.9,6.7,-0.8,97.4,0,431,8,24,28
609,4.4,22.0,6.7,-1.3,96.3,0,431,8,24,28
610,4.3,22.0,6.7,-1.1,96.8,0,428,8,24,28
611,4.2,22.1,6.6,0.1,97.5,64,434,8,24,28
612,4.4,22.0,6.7,0.8,98.4,258,419,8,24,28
613,4.5,22.0,6.7,1.0,98.5,645,427,8,24,28
614,4.6,22.3,6.7,1.8,98.3,709,425,8,24,28
615,4.8,22.6,6.6,2.4,97.9,903,423,8,24,28
616,5.0,22.7,6.6,3.7,95.9,967,419,8,24,29
617,5.3,22.7,6.6,5.8,92.2,1354,422,8,24,28
618,5.6,22.7,6.6,7.4,89.4,1096,426,8,25,29
619,6.1,22.8,6.5,7.2,83.8,1096,403,8,25,29
620,6.6,22.8,6.6,9.2,81.2,1354,405,8,25,30
621,6.9,22.7,6.6,7.3,83.2,1096,393,8,25,30
622,7.0,22.8,6.6,7.3,85.3,967,391,8,25,30
623,7.1,22.7,6.6,6.9,86.5,580,390,7,25,30
624,7.1,22.7,6.6,6.7,87.4,709,408,7,25,30
625,7.1,22.4,6.6,6.9,78.1,387,385,7,25,30
626,7.2,22.6,6.5,6.4,91.2,322,400,7,26,30
627,7.3,22.5,6.6,6.1,90.1,193,395,7,25,30
628,7.1,22.6,6.7,5.9,94.7,193,423,8,25,30
629,7.1,22.6,6.6,5.5,94.0,64,426,7,25,30
630,7.1,22.4,6.6,5.0,93.7,0,405,7,26,30
631,6.9,22.6,6.7,4.6,93.0,0,403,8,25,30
632,6.8,22.3,6.6,4.4,93.1,0,402,8,25,30
633,6.6,22.4,6.7,4.5,93.6,0,410,8,25,30
634,6.5,22.3,6.6,4.4,94.0,0,406,8,25,30
635,6.5,22.6,6.7,4.1,94.0,0,413,8,25,30
636,6.5,22.4,6.7,4.0,94.5,0,414,8,25,30
637,6.4,22.1,6.6,4.1,94.6,0,415,7,25,30
638,6.4,22.2,6.6,4.0,95.0,0,417,7,25,30
639,6.3,22.2,6.6,4.0,94.7,0,417,8,25,30
640,6.3,22.4,6.7,3.8,94.7,0,415,8,25,29
641,6.2,22.2,6.6,3.9,94.8,0,419,8,25,29
642,6.2,22.4,6.7,3.7,95.4,0,421,8,25,29
643,6.0,22.5,6.6,3.6,95.0,0,418,8,25,29
644,6.1,22.4,6.6,3.6,96.1,0,418,8,25,29
645,6.1,22.2,6.6,3.6,95.4,0,418,8,25,29
646,6.0,22.3,6.6,3.6,95.1,0,412,8,25,29
647,6.0,22.1,6.6,3.6,95.9,0,425,8,25,29
648,6.0,22.4,6.7,3.7,96.7,0,431,8,25,29
649,5.9,22.1,6.6,3.6,96.6,0,423,8,25,29
650,5.9,22.4,6.6,3.5,96.2,0,415,8,25,29
651,5.9,22.1,6.6,3.2,97.2,0,425,8,25,29
652,5.8,22.4,6.5,2.8,97.6,0,424,8,25,29
653,5.7,22.1,6.6,2.7,98.0,0,417,8,24,29
654,5.7,22.4,6.6,2.6,98.0,0,418,8,25,29
655,5.7,22.2,6.7,2.9,98.0,0,425,8,24,29
656,5.6,22.1,6.7,2.7,98.1,0,417,8,25,29
657,5.5,22.3,6.6,2.7,98.1,0,413,8,25,29
658,5.5,22.2,6.7,2.1,98.1,0,425,8,25,29
659,5.4,22.2,6.7,2.0,98.4,193,426,8,24,29
660,5.4,22.3,6.7,2.4,98.8,322,430,8,24,29
661,5.4,22.1,6.6,3.6,98.9,838,427,8,24,29
662,5.4,22.3,6.6,4.8,95.7,1096,418,8,25,29
663,5.6,22.4,6.6,6.6,92.3,1096,420,8,25,29
664,6.1,22.4,6.5,7.7,85.6,1225,414,8,25,29
665,6.4,22.5,6.6,8.5,82.4,1161,404,8,25,29
666,6.8,22.7,6.6,9.4,78.6,1032,393,8,25,30
667,7.1,22.5,6.6,9.9,80.4,1096,390,7,25,30
668,7.5,22.8,6.6,10.3,68.5,1161,403,7,25,30
669,7.7,22.7,6.6,10.7,66.1,1161,395,7,26,30
670,8.1,22.6,6.6,10.6,70.5,838,398,7,26,31
671,8.1,22.6,6.6,9.8,73.7,1032,400,7,26,31
672,8.3,22.7,6.6,9.8,71.8,967,397,7,26,31
673,8.4,22.6,6.6,9.4,76.0,838,396,7,26,31
674,8.3,22.5,6.6,8.6,75.0,580,391,7,26,31
675,8.2,22.4,6.6,8.2,76.7,451,392,7,26,31
676,8.1,22.4,6.7,7.0,81.1,258,390,7,26,31
677,7.8,22.4,6.7,5.5,88.7,129,413,7,26,30
678,7.5,22.3,6.6,3.5,92.8,0,403,8,25,30
679,7.2,22.3,6.7,2.7,94.7,0,409,8,25,30
680,6.8,21.9,6.6,2.3,96.0,0,412,8,25,29
681,6.5,22.0,6.7,1.5,96.5,0,413,8,25,30
682,6.3,22.0,6.6,1.4,96.4,0,417,8,25,29
683,6.0,22.2,6.6,1.2,96.9,0,419,8,25,29
684,5.9,22.1,6.7,0.5,97.0,0,413,8,25,29
685,5.9,22.1,6.7,3.0,95.5,0,447,8,24,29
686,5.7,22.0,6.7,0.7,96.6,0,426,8,24,29
687,5.5,21.9,6.6,0.5,96.6,0,421,8,24,29
688,5.3,21.9,6.6,-0.1,95.9,0,424,8,24,29
689,5.2,22.1,6.6,-0.5,96.2,0,421,8,24,28
690,5.1,22.1,6.7,-0.4,95.9,0,420,8,24,29
691,4.9,21.9,6.7,-0.3,96.4,0,424,8,24,28
692,4.8,21.9,6.7,-0.6,96.4,0,418,8,24,28
693,4.8,21.7,6.7,-1.0,96.3,0,423,8,24,28
694,4.7,22.0,6.7,-0.8,95.7,0,429,8,24,28
695,4.4,21.8,6.7,-0.9,96.4,0,433,8,24,28
696,4.4,22.0,6.7,-1.1,95.8,0,427,8,24,28
697,4.3,22.0,6.6,-1.3,95.8,0,422,8,24,28
698,4.1,21.7,6.6,-1.5,95.6,0,426,8,24,28
699,4.1,21.9,6.7,-1.6,95.4,0,424,8,24,28
700,4.0,21.7,6.7,-1.5,95.5,0,425,8,24,28
701,3.9,21.9,6.7,-1.8,95.4,0,423,8,24,28
702,3.9,21.8,6.6,-2.1,95.8,0,429,8,23,28
703,3.7,21.7,6.7,-2.4,94.9,0,431,8,24,28
704,3.7,21.7,6.7,-2.4,95.2,0,425,8,24,28
705,3.7,21.7,6.7,-2.1,95.0,0,432,8,24,28
706,3.5,21.7,6.6,-2.3,95.2,0,432,9,23,27
707,3.6,21.7,6.7,-1.9,95.5,129,429,8,23,27
708,3.4,21.9,6.7,-0.6,96.7,258,427,8,23,27
709,3.5,21.9,6.7,0.5,97.2,451,434,8,24,28
710,3.7,22.0,6.7,1.2,97.5,645,442,8,24,28
711,3.9,22.0,6.6,2.3,95.7,967,426,8,24,28
712,4.3,22.3,6.7,4.3,90.0,1677,428,8,24,28
713,4.5,22.1,6.6,5.3,89.0,1419,419,8,24,28
714,4.9,22.4,6.5,4.5,88.1,1161,412,8,24,28
715,5.1,22.1,6.7,5.5,86.5,1419,412,8,24,29
716,5.3,22.3,6.6,5.4,88.7,1225,422,8,24,29
717,5.7,22.4,6.7,6.0,83.3,1290,417,8,25,29
718,5.7,22.2,6.6,6.2,84.7,1161,420,8,25,29
719,6.0,22.2,6.7,6.2,83.7,1032,412,8,25,29
720,6.2,22.3,6.7,6.3,87.6,903,420,8,25,30
721,6.2,22.3,6.7,6.1,89.3,580,412,8,25,29
722,6.3,22.2,6.7,5.7,89.0,451,426,8,25,30
723,6.4,22.2,6.6,5.5,92.3,258,427,8,25,29
724,6.4,22.1,6.6,5.3,94.4,193,440,8,25,29
725,6.3,22.1,6.7,5.0,93.5,64,437,8,25,29
726,6.2,22.4,6.7,4.6,92.0,0,436,8,25,29
727,6.1,22.3,6.7,4.3,92.9,0,429,8,25,30
728,6.2,22.1,6.6,4.1,93.4,0,435,8,25,29
729,6.0,22.1,6.6,4.0,94.1,0,438,8,24,29
730,6.0,22.0,6.6,3.8,94.4,0,441,8,25,29
731,5.7,21.9,6.7,1.5,96.5,0,431,8,24,29
732,5.5,21.9,6.7,0.9,96.8,0,428,8,24,29
733,5.3,22.0,6.7,0.9,97.2,0,437,8,24,29
734,5.1,22.0,6.7,1.3,97.3,0,437,8,24,29
735,5.0,21.8,6.7,0.9,97.3,0,432,8,24,28
736,4.9,22.0,6.7,0.1,96.8,0,435,8,24,28
737,4.8,22.0,6.7,0.0,97.1,0,434,8,24,28
738,4.7,21.9,6.7,0.0,97.3,0,441,8,24,28
739,4.6,21.7,6.7,0.0,97.4,0,438,8,24,28
740,4.5,22.0,6.7,-1.0,96.9,0,434,8,24,28
741,4.3,21.9,6.7,-0.7,96.8,0,433,8,24,28
742,4.2,21.9,6.6,-0.9,96.7,0,438,8,24,28
743,4.2,21.9,6.6,-1.2,95.5,0,449,9,23,27
744,3.9,22.0,6.7,-1.1,96.6,0,456,8,24,28
745,3.9,21.9,6.7,-1.1,96.5,0,449,8,24,28
746,3.8,21.8,6.7,-1.4,96.5,0,447,8,24,28
747,3.8,21.7,6.7,-1.7,96.1,0,448,8,23,27
748,3.6,21.9,6.6,-1.6,96.0,0,453,8,23,28
749,3.7,21.7,6.7,-1.5,96.1,0,453,8,23,27
750,3.6,21.7,6.6,-2.2,95.6,0,446,8,23,27
751,3.5,21.9,6.7,-1.9,95.9,0,451,8,23,27
752,3.3,21.7,6.7,-1.8,96.2,0,448,8,23,27
753,3.3,21.7,6.7,-1.9,95.7,64,448,9,23,27
754,3.3,21.7,6.7,-1.2,96.2,193,448,8,23,27
755,3.4,21.8,6.7,0.3,97.4,322,441,8,23,27
756,3.5,21.9,6.7,1.1,97.2,838,444,8,23,27
757,3.8,22.1,6.7,2.3,96.0,1032,442,8,23,27
758,3.8,22.2,6.6,4.0,92.3,1225,439,8,24,28
759,4.1,22.0,6.5,5.4,90.3,1290,447,8,24,28
760,4.6,22.2,6.6,6.5,84.4,1225,443,8,24,28
761,5.0,22.1,6.7,7.5,81.3,1161,429,8,24,29
762,5.5,22.3,6.7,8.3,83.4,1161,435,8,25,29
763,5.8,22.6,6.7,8.9,78.7,1096,427,8,25,29
764,6.2,22.4,6.6,9.5,73.5,1096,422,8,25,29
765,6.5,22.4,6.7,9.3,81.0,1096,423,8,25,30
766,6.8,22.4,6.6,9.1,84.5,1032,444,7,25,30
767,7.2,22.7,6.6,8.9,84.0,967,435,7,25,30
768,7.2,22.5,6.6,8.8,84.7,838,428,7,25,30
769,7.4,22.3,6.6,7.8,84.6,580,456,7,25,30
770,7.2,22.4,6.7,6.7,92.3,387,467,8,25,30
771,7.1,22.2,6.5,5.7,94.8,258,488,8,25,30
772,6.9,22.1,6.6,4.6,95.3,64,429,8,25,30
773,6.6,21.9,6.7,3.1,96.3,0,422,8,25,30
774,6.4,21.9,6.7,2.4,96.8,0,426,8,25,29
775,6.0,21.9,6.7,2.1,97.2,0,432,8,25,29
776,5.8,21.9,6.7,1.7,97.4,0,427,8,24,29
777,5.6,21.8,6.7,1.4,97.4,0,432,8,24,29
778,5.5,21.9,6.7,1.0,97.6,0,432,8,24,29
779,5.3,21.9,6.6,0.6,97.5,0,435,8,24,29
780,5.1,21.8,6.6,0.6,97.4,0,438,8,24,28
781,5.0,21.9,6.7,0.5,97.3,0,441,8,24,28
782,4.9,21.9,6.7,0.3,97.2,0,436,8,24,28
783,4.6,21.8,6.7,0.2,97.2,0,440,8,24,28
784,4.6,21.9,6.7,-0.2,97.2,0,439,8,24,28
785,4.4,21.7,6.7,-0.4,97.2,0,440,8,24,28
786,4.3,21.9,6.7,0.0,97.6,0,441,8,24,28
787,4.2,21.7,6.7,-0.8,96.5,0,436,8,24,28
788,4.2,21.7,6.7,-1.0,96.3,0,444,8,24,28
789,4.0,21.7,6.6,-1.3,96.5,0,443,8,24,28
790,4.0,21.6,6.7,-1.4,95.5,0,449,8,23,27
791,3.7,21.7,6.6,-1.5,95.8,0,443,8,23,28
792,3.8,21.6,6.7,-1.2,96.1,0,449,8,24,28
793,3.6,21.6,6.7,-1.6,96.5,0,443,8,23,27
794,3.6,21.8,6.7,-1.7,96.1,0,444,8,23,28
795,3.6,21.6,6.6,-2.2,95.3,0,447,8,23,27
796,3.5,21.6,6.7,-1.9,95.2,0,451,9,23,27
797,3.3,21.7,6.7,-2.4,95.2,0,441,8,23,27
798,3.3,21.6,6.6,-2.5,95.4,0,447,9,23,27
799,3.3,21.8,6.7,-2.2,95.0,0,451,9,23,27
800,3.1,21.7,6.7,-2.4,95.5,0,450,9,23,27
801,3.1,21.6,6.7,-2.2,95.1,129,450,8,23,27
802,3.1,21.7,6.7,-0.8,96.6,193,455,9,23,27
803,3.1,21.9,6.6,0.2,97.4,516,439,9,23,27
804,3.4,21.7,6.7,1.3,97.2,838,458,8,23,27
805,3.5,22.0,6.7,2.9,96.4,1032,452,8,24,28
806,3.7,22.0,6.7,3.8,93.6,1096,448,8,24,28
807,4.1,22.0,6.7,5.2,89.4,1225,435,8,24,28
808,4.5,22.1,6.7,6.5,86.2,1096,435,8,24,28
809,4.9,22.2,6.6,7.6,80.4,1096,424,8,24,28
810,5.3,22.1,6.6,8.5,80.2,1161,428,8,24,29
811,5.7,22.4,6.7,9.2,80.6,0,447,8,25,29
812,6.2,22.3,6.7,9.7,81.0,1096,420,8,25,29
813,6.5,22.1,6.6,9.7,77.3,1096,419,8,25,30
814,6.8,22.4,6.6,9.0,82.0,967,422,7,25,30
815,7.0,22.4,6.6,8.6,82.2,903,440,8,25,30
816,7.2,22.4,6.6,8.1,88.1,709,471,7,25,30
817,7.1,22.1,6.6,7.1,92.0,516,502,8,25,30
818,7.1,22.0,6.6,6.4,93.8,322,527,7,25,30
819,7.0,22.1,6.7,5.3,95.3,193,490,8,25,30
820,6.8,22.0,6.5,4.2,96.0,0,417,8,25,30
821,6.5,22.0,6.7,2.9,96.6,0,419,8,25,29
822,6.1,22.0,6.7,2.5,97.1,0,419,8,25,29
823,5.8,22.0,6.7,2.1,97.4,0,421,8,24,29
824,5.6,21.9,6.6,1.8,97.6,0,425,8,24,29
825,5.4,21.9,6.7,1.1,97.7,0,428,8,24,29
826,5.3,21.7,6.7,1.2,97.9,0,430,8,24,29
827,5.2,21.8,6.6,0.9,97.8,0,427,8,24,28
828,5.0,21.8,6.7,1.1,97.8,0,431,8,24,28
829,4.9,21.6,6.7,0.7,97.6,0,436,8,24,28
830,4.7,21.7,6.7,0.2,97.4,0,435,8,24,28
831,4.6,21.9,6.7,0.2,97.2,0,437,8,24,28
832,4.4,21.8,6.6,-0.3,97.2,0,437,8,24,28
833,4.4,21.9,6.7,-0.4,97.0,0,439,8,24,28
834,4.2,21.7,6.7,-1.0,96.0,0,435,8,24,28
835,4.0,21.6,6.7,-0.7,96.1,0,447,8,24,28
836,4.1,21.6,6.6,-1.1,96.1,0,441,8,24,28
837,3.9,21.6,6.6,-1.0,96.4,0,439,8,24,28
838,3.8,21.7,6.7,-0.8,96.5,0,443,8,24,28
839,3.7,21.7,6.6,-1.2,95.5,0,446,9,23,27
840,3.6,21.6,6.7,-1.1,96.3,0,453,8,23,28
841,3.6,21.7,6.7,-1.6,95.6,0,442,8,23,28
842,3.5,21.6,6.7,-1.6,96.7,0,446,8,23,27
843,3.4,21.7,6.7,-1.5,95.5,0,459,9,23,27
844,3.3,21.7,6.6,-1.9,95.6,0,457,9,23,27
845,3.3,21.8,6.7,-2.0,95.1,0,468,9,23,27
846,3.2,21.5,6.7,-2.0,95.2,0,462,9,23,27
847,3.2,21.6,6.7,-2.0,96.4,0,462,8,24,28
848,3.1,21.7,6.7,-2.0,95.7,0,462,8,23,27
849,3.0,21.7,6.6,-0.6,96.7,129,479,9,23,27
850,3.2,21.9,6.7,0.4,97.5,258,453,9,23,27
851,3.2,21.9,6.7,0.8,98.1,580,442,9,23,27
852,3.4,21.9,6.6,1.6,98.3,838,444,8,23,27
853,3.6,21.9,6.7,3.2,96.5,1096,445,8,23,27
854,3.8,21.9,6.7,4.2,93.3,1161,447,8,24,28
855,4.2,22.1,6.5,5.5,89.8,1161,437,8,24,28
856,4.6,22.0,6.6,7.0,85.0,1161,430,8,24,28
857,5.0,22.3,6.6,7.6,83.5,1225,426,8,24,29
858,5.5,22.3,6.5,8.4,85.5,1161,435,8,24,29
859,5.8,22.3,6.7,9.1,81.6,1161,426,8,25,29
860,6.2,22.4,6.7,9.2,84.4,1096,424,8,25,29
861,6.5,22.3,6.7,9.4,76.5,1096,415,8,25,30
862,6.7,22.4,6.6,8.9,81.9,967,435,8,25,30
863,7.0,22.3,6.6,8.5,87.5,838,465,7,25,30
